mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,user,status,filename
-493.7939147949219,54.68417739868164,10.899656295776367,0.5993557572364807,0.892953097820282,-2.432448387145996,-1.4053401947021484,1.6410034894943237,1.199440598487854,-3.6982581615448,-5.044180393218994,-0.016479531303048134,0.6535828113555908,0.6458490490913391,0.7033821940422058,0.7707260251045227,0.764153003692627,0.7284888029098511,0.6675055623054504,0.6340560913085938,0.5910009741783142,0.5823490619659424,0.5655223727226257,0.5778945088386536,0.6030846834182739,19.429797989594757,13.289634886794028,14.85121931870106,15.767044551265496,16.78130888638978,16.72725071950824,17.43038970157678,0.012000905601211073,0.0412890650331974,6265.66483583373,5006.163417951457,11824.421496539793,0,0,Buka_baru (1).wav
-410.73748779296875,77.00590515136719,16.918689727783203,7.285313606262207,0.8475478291511536,-8.428810119628906,-4.446470737457275,-2.4627525806427,-1.6746188402175903,-3.0035433769226074,-8.025489807128906,-3.8988795280456543,0.9369317293167114,0.4356857240200043,0.37918126583099365,0.3203393518924713,0.3433780372142792,0.37702733278274536,0.38205549120903015,0.4655885100364685,0.5172324776649475,0.40255028009414673,0.2908915877342224,0.28200018405914307,0.3900909125804901,24.319026967675974,14.577722742566422,17.137346068257923,18.556542246535674,19.766769134631517,17.604444554217462,18.73028661680529,0.02292578125,0.06741689145565033,2270.372305532187,3311.9850581980218,4272.75,0,0,Buka_baru (10).wav
-498.0793762207031,47.904258728027344,12.686225891113281,3.156374454498291,3.8643219470977783,1.55051589012146,0.6790763139724731,2.481086254119873,2.445887565612793,-2.372570753097534,-3.8534560203552246,0.5181313157081604,0.1406337469816208,0.5610068440437317,0.5654471516609192,0.6184723973274231,0.768647313117981,0.6995847225189209,0.5443366765975952,0.4460982084274292,0.4068140685558319,0.37227532267570496,0.3660910129547119,0.40103039145469666,0.4561547338962555,20.911136953452257,11.244425903333083,13.029451392351834,14.918882264039365,17.064782907288006,16.789003178523046,17.10331734274335,0.024730167441460057,0.029523544013500214,3786.9632832212733,5018.242041995608,8741.993801652892,0,0,Buka_baru (100).wav
-411.6902160644531,52.576534271240234,-1.3286646604537964,2.5008387565612793,2.4650049209594727,-7.701874256134033,-3.539029836654663,0.28602612018585205,3.740849256515503,4.236199378967285,-2.887493848800659,-2.413100481033325,1.435731053352356,0.6002472043037415,0.6460341215133667,0.6376742720603943,0.6513162851333618,0.6210381388664246,0.5342869162559509,0.5263710618019104,0.5493834018707275,0.6579179763793945,0.6360785961151123,0.5628093481063843,0.5572077631950378,18.31884792390639,13.580006834645143,13.830730175957022,16.22840246019894,16.53655279927213,16.034323198006202,18.852358087515086,0.01238858934859155,0.08354451507329941,5793.207843024102,4742.4067461007535,10907.152288732394,0,0,Buka_baru (11).wav
-409.5599060058594,70.35095977783203,10.66239070892334,11.399955749511719,6.045907020568848,-6.577565670013428,-2.8592348098754883,-1.9142792224884033,-0.6582678556442261,-0.6077562570571899,-6.509243488311768,-4.375091075897217,-0.41369399428367615,0.5690334439277649,0.5752364993095398,0.5311823487281799,0.5115536451339722,0.5117639899253845,0.5130789875984192,0.5874059796333313,0.5638344883918762,0.5343917608261108,0.4962477684020996,0.49249643087387085,0.511820912361145,22.81397117809176,14.850546569416808,16.354079590183744,17.548774877738317,19.115788039994843,17.611368435044156,19.187454836854997,0.01666025615409207,0.07627410441637039,4138.633870783394,3596.8022852061176,7183.623721227622,0,0,Buka_baru (12).wav
-484.74755859375,39.80977249145508,-1.7682321071624756,0.42287880182266235,0.5209863781929016,-4.406215667724609,-1.1941723823547363,-1.570680022239685,-0.7512112855911255,-0.02808021940290928,-2.566882610321045,-0.7582049369812012,-0.22767816483974457,0.6006194949150085,0.6647789478302002,0.6814693212509155,0.6964246034622192,0.7376860976219177,0.6488062739372253,0.6124704480171204,0.5998920798301697,0.6425953507423401,0.6660590171813965,0.5920153856277466,0.5704036951065063,17.460699630838565,14.826508696686009,15.303698576030397,17.254833348354545,17.36180181843705,16.965542280659832,18.738305790139727,0.015452976795392953,0.04659472778439522,7298.970926328367,5423.009741714202,13536.331300813008,0,0,Buka_baru (13).wav
-425.4088134765625,54.983341217041016,-6.456440448760986,1.937675952911377,1.2201411724090576,-10.615816116333008,-3.680767297744751,-0.8894054889678955,0.7903409600257874,1.6153597831726074,-4.585668563842773,-1.1757161617279053,2.947498083114624,0.5116933584213257,0.535314679145813,0.5555772185325623,0.5488470196723938,0.5800737142562866,0.5190089344978333,0.5103787183761597,0.4888468086719513,0.5373560190200806,0.6135901212692261,0.5790051221847534,0.553263247013092,19.895020593359945,14.949016445141593,15.52719171899707,18.138721449417762,18.599108804860307,17.336354927656338,20.036309167418,0.018945556031795513,0.09060706198215485,5161.176090854089,4721.387010166261,10165.387312967581,0,0,Buka_baru (14).wav
-440.44073486328125,76.46712493896484,9.530600547790527,6.24692964553833,4.887303829193115,-7.578653812408447,-8.294017791748047,-6.316948890686035,-2.0614631175994873,-3.240495204925537,-9.79375171661377,-4.369844436645508,0.6481135487556458,0.303897887468338,0.381716787815094,0.46639692783355713,0.505699872970581,0.41619235277175903,0.32777225971221924,0.4266414940357208,0.49210724234580994,0.4368112087249756,0.38311752676963806,0.2918248176574707,0.25761622190475464,22.3150910552045,15.644092705266749,17.746725180992293,18.591403218548972,20.93791435387562,17.842019543623415,19.123778073775284,0.018217329545454547,0.0724807009100914,3158.042412526093,3872.9045761990355,6605.905032467533,0,0,Buka_baru (15).wav
-427.37103271484375,57.400325775146484,3.4165732860565186,1.7864428758621216,4.804833889007568,-4.8898773193359375,-7.573160171508789,-4.387383460998535,1.8559223413467407,2.048208713531494,-4.637661933898926,-2.8864524364471436,1.8544950485229492,0.5220919847488403,0.5236855149269104,0.5381463170051575,0.605886697769165,0.6496224999427795,0.6512054204940796,0.5898075699806213,0.5304914116859436,0.5758013129234314,0.549916684627533,0.5338120460510254,0.5013939142227173,19.944038253043782,16.14300950925844,16.939455573566892,18.332101714683322,19.368531414618662,18.483552751598612,19.660548804490293,0.014039094783057851,0.07464093714952469,6090.464899607346,4649.413525739078,11101.691632231405,0,0,Buka_baru (16).wav
-442.120361328125,55.43696212768555,4.73808479309082,0.09356214851140976,0.834931492805481,-6.4754767417907715,-5.98570442199707,-2.5880486965179443,2.182932138442993,2.374357223510742,-3.3314311504364014,-0.9805559515953064,2.5907416343688965,0.44686925411224365,0.41300198435783386,0.3971794843673706,0.4047803282737732,0.44639623165130615,0.44331371784210205,0.6336660981178284,0.5806956887245178,0.448417603969574,0.3765146732330322,0.396266907453537,0.4066183269023895,19.53244664930727,14.53290332875684,16.249710129486292,17.583773566189354,17.939535096301245,16.8357140824531,18.269425157504724,0.0163567673424933,0.06725654751062393,4018.7168175572424,4707.951934977398,8926.922754691688,0,0,Buka_baru (17).wav
